,country_name,country_border_name
0,Abkhazia,Georgia
1,Abkhazia,Russia
2,Abkhazia,Turkey
3,Adélie Land (France), Australian Antarctic Territory (Australia)
4,Afghanistan,China
5,Afghanistan,Iran
6,Afghanistan,Pakistan
7,Afghanistan,Tajikistan
8,Afghanistan,Turkmenistan
9,Afghanistan,Uzbekistan
10,Akrotiri and Dhekelia (United Kingdom),CyprusUnited Nations Buffer Zone in Cyprus
11,Albania,Greece
12,Albania,Italy
13,Albania,Montenegro
14,Albania,North Macedonia
15,Albania,Kosovo
16,Algeria,Italy
17,Algeria,Libya 
18,Algeria,Mali
19,Algeria,Mauritania
20,Algeria,Morocco
21,Algeria,Niger
22,Algeria,Spain
23,Algeria,Tunisia
24,Algeria, Western Sahara
25,American Samoa(United States),Samoa
26,American Samoa(United States),Tonga
27,American Samoa(United States),Cook Islands(New Zealand)
28,American Samoa(United States),Niue(New Zealand)
29,American Samoa(United States),Tokelau(New Zealand)
30,Andorra,France
31,Andorra,Spain
32,Angola,Democratic Republic of the Congo
33,Angola,Republic of the Congo
34,Angola,Namibia
35,Angola,Zambia
36,Anguilla (United Kingdom),Antigua and Barbuda
37,Anguilla (United Kingdom),British Virgin Islands (United Kingdom)
38,Anguilla (United Kingdom),Netherlands
39,Anguilla (United Kingdom),Saint Barthélemy(France) Saint Martin(France)
40,Anguilla (United Kingdom),United States Virgin Islands(United States)
41,Antigua and Barbuda,France
42,Antigua and Barbuda,Saint Kitts and Nevis
43,Antigua and Barbuda,Anguilla (United Kingdom)
44,Antigua and Barbuda,Montserrat (United Kingdom) Saint Barthélemy(France)
45,Argentina,Bolivia
46,Argentina,Brazil
47,Argentina,Chile
48,Argentina,Paraguay
49,Argentina,Uruguay
50,Argentina,Falkland Islands(United Kingdom)
51,Argentine Antarctica (Argentina),Chilean Antarctic Territory (Chile)
52,Argentine Antarctica (Argentina),British Antarctic Territory (United Kingdom)
53,Armenia,Azerbaijan
54,Armenia,Georgia
55,Armenia,Iran
56,Armenia,Turkey
57,Republic of Artsakh,Armenia
58,Republic of Artsakh,Azerbaijan
59,Republic of Artsakh,Iran
60,Aruba(Netherlands),Curaçao(Netherlands)
61,Aruba(Netherlands),Dominican Republic
62,Aruba(Netherlands),Venezuela
63,Ashmore and Cartier Islands(Australia),Australia
64,Ashmore and Cartier Islands(Australia),East Timor
65,Ashmore and Cartier Islands(Australia),Indonesia
66,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,East Timor
67,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,Indonesia
68,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,New Zealand
69,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,Papua New Guinea
70,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,Solomon Islands
71,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,French Southern and Antarctic Lands (France)
72,Australia→includes:→;Ashmore and Cartier Islands→;Christmas Island→;Cocos (Keeling) Islands→;Coral Sea Islands→;Heard Island and McDonald Islands→;Norfolk Island,New Caledonia(France)
73,Australia (excluding outlying islands),Ashmore and Cartier Islands(Australia)
74,Australia (excluding outlying islands),Coral Sea Islands(Australia)
75,Australia (excluding outlying islands),East Timor
76,Australia (excluding outlying islands),Indonesia
77,Australia (excluding outlying islands),New Zealand
78,Australia (excluding outlying islands),Papua New Guinea
79,Australian Antarctic Territory (Australia), Adélie Land (France) Queen Maud Land (Norway) Ross Dependency (New Zealand)
80,Austria,Czech Republic
81,Austria,Germany
82,Austria,Hungary
83,Austria,Italy
84,Austria,Liechtenstein
85,Austria,Slovakia
86,Austria,Slovenia
87,Austria,Switzerland
88,Azerbaijan,Armenia
89,Azerbaijan,Georgia
90,Azerbaijan,Iran
91,Azerbaijan,Kazakhstan
92,Azerbaijan,Russia
93,Azerbaijan,Turkey
94,Azerbaijan,Turkmenistan
95,Bahamas,Cuba
96,Bahamas,Haiti
97,Bahamas,United States
98,Bahamas,Turks and Caicos Islands (United Kingdom)
99,Bahrain,Iran
100,Bahrain,Qatar
101,Bahrain,Saudi Arabia
102,Baker Island(United States), Howland Island(United States)
103,Baker Island(United States),Kiribati
104,Bangladesh,Myanmar
105,Bangladesh,India
106,Barbados,France
107,Barbados,Guyana
108,Barbados,Saint Lucia
109,Barbados,Saint Vincent and the Grenadines
110,Barbados,Trinidad and Tobago
111,Barbados,Venezuela
112,Belarus,Latvia
113,Belarus,Lithuania
114,Belarus,Poland
115,Belarus,Russia
116,Belarus,Ukraine
117,Belgium,France
118,Belgium,Germany
119,Belgium,Luxembourg
120,Belgium,Netherlands
121,Belgium,United Kingdom
122,Belize,Guatemala
123,Belize,Honduras 
124,Belize,Mexico
125,Benin,Burkina Faso
126,Benin,Niger
127,Benin,Nigeria
128,Benin,Togo
129,Bhutan,China
130,Bhutan,India
131,Bolivia,Argentina
132,Bolivia,Brazil
133,Bolivia,Chile
134,Bolivia,Paraguay
135,Bolivia,Peru
136,Bosnia and Herzegovina,Croatia
137,Bosnia and Herzegovina,Montenegro
138,Bosnia and Herzegovina,Serbia
139,Botswana,Namibia
140,Botswana,South Africa 
141,Botswana,Zambia
142,Botswana,Zimbabwe
143,Brazil,Argentina
144,Brazil,Bolivia
145,Brazil,Colombia
146,Brazil,France
147,Brazil,Guyana
148,Brazil,Paraguay
149,Brazil,Peru
150,Brazil,Suriname
151,Brazil,Uruguay
152,Brazil,Venezuela
153,British Antarctic Territory (United Kingdom),Chilean Antarctic Territory (Chile)
154,British Antarctic Territory (United Kingdom),Argentine Antarctica (Argentina) Queen Maud Land (Norway)
155,British Indian Ocean Territory (United Kingdom),Maldives
156,British Virgin Islands (United Kingdom),Anguilla (United Kingdom)
157,British Virgin Islands (United Kingdom),Puerto Rico(United States)
158,British Virgin Islands (United Kingdom),United States Virgin Islands(United States)
159,Brunei,China
160,Brunei,Malaysia
161,Brunei,Philippines
162,Brunei,Taiwan
163,Brunei,Vietnam
164,Bulgaria,Greece 
165,Bulgaria,North Macedonia
166,Bulgaria,Romania
167,Bulgaria,Serbia
168,Bulgaria,Turkey
169,Burkina Faso,Benin 
170,Burkina Faso,Côte d'Ivoire
171,Burkina Faso,Ghana
172,Burkina Faso,Mali
173,Burkina Faso,Niger
174,Burkina Faso,Togo
175,Burundi,Democratic Republic of the Congo
176,Burundi,Rwanda
177,Burundi,Tanzania
178,Cambodia,Laos
179,Cambodia,Malaysia
180,Cambodia,Thailand
181,Cambodia,Vietnam
182,Cameroon,Central African Republic
183,Cameroon,Chad
184,Cameroon,Republic of the Congo
185,Cameroon,Equatorial Guinea
186,Cameroon,Gabon
187,Cameroon,Nigeria
188,Canada,United States
189,Canada,Greenland(Denmark)
190,Canada,Saint Pierre and Miquelon(France)
191,Cape Verde,The Gambia
192,Cape Verde,Mauritania
193,Cape Verde,Senegal
194,Cayman Islands (United Kingdom),Cuba
195,Cayman Islands (United Kingdom),Honduras 
196,Cayman Islands (United Kingdom),Jamaica
197,Central African Republic,Cameroon
198,Central African Republic,Chad
199,Central African Republic,Democratic Republic of the Congo
200,Central African Republic,Republic of the Congo
201,Central African Republic,South Sudan
202,Central African Republic,Sudan
203,Chad,Cameroon
204,Chad,Central African Republic
205,Chad,Libya
206,Chad,Niger
207,Chad,Nigeria
208,Chad,Sudan
209,Chile,Argentina
210,Chile,Bolivia
211,Chile,Peru
212,Chilean Antarctic Territory (Chile),Argentine Antarctica (Argentina)
213,Chilean Antarctic Territory (Chile),British Antarctic Territory (United Kingdom) Peter I Island (Norway)
214,China,Afghanistan
215,China,Bhutan
216,China,Brunei
217,China,India
218,China,Indonesia
219,China,Japan
220,China,Kazakhstan
221,China,North Korea
222,China,South Korea
223,China,Kyrgyzstan
224,China,Laos
225,China,Malaysia
226,China,Mongolia
227,China,Myanmar
228,China,
229,China,Nepal
230,China,Pakistan
231,China,Philippines
232,China,Russia
233,China,Tajikistan
234,China,Vietnam
235,China,Hong Kong (China)
236,China,Macau (China)
237,China,Taiwan
238,Christmas Island(Australia),Indonesia
239,Colombia,Brazil
240,Colombia,Costa Rica
241,Colombia,Dominican Republic
242,Colombia,Ecuador
243,Colombia,Haiti
244,Colombia,Jamaica
245,Colombia,Nicaragua
246,Colombia,Panama
247,Colombia,Peru
248,Colombia,Venezuela
249,Comoros,France
250,Comoros,Madagascar
251,Comoros,Mozambique
252,Comoros,Seychelles
253,Comoros,Tanzania
254,Comoros,French Southern and Antarctic Lands(France)
255,Democratic Republic of the Congo,Angola
256,Democratic Republic of the Congo,Burundi
257,Democratic Republic of the Congo,Central African Republic
258,Democratic Republic of the Congo,Republic of the Congo
259,Democratic Republic of the Congo,Rwanda
260,Democratic Republic of the Congo,South Sudan
261,Democratic Republic of the Congo,Tanzania
262,Democratic Republic of the Congo,Uganda
263,Democratic Republic of the Congo,Zambia
264,Republic of the Congo,Angola
265,Republic of the Congo,Cameroon
266,Republic of the Congo,Central African Republic
267,Republic of the Congo,Democratic Republic of the Congo
268,Republic of the Congo,Gabon
269,Cook Islands(New Zealand),Kiribati
270,Cook Islands(New Zealand),American Samoa(United States)
271,Cook Islands(New Zealand),French Polynesia(France)
272,Cook Islands(New Zealand),Niue(New Zealand)
273,Cook Islands(New Zealand),Tokelau(New Zealand)
274,Coral Sea Islands(Australia),Australia
275,Coral Sea Islands(Australia),New Caledonia(France)
276,Coral Sea Islands(Australia),Papua New Guinea
277,Coral Sea Islands(Australia),Solomon Islands
278,Costa Rica,Colombia
279,Costa Rica,Ecuador
280,Costa Rica,Nicaragua
281,Costa Rica,Panama
282,Côte d'Ivoire,Burkina Faso
283,Côte d'Ivoire,Ghana
284,Côte d'Ivoire,Guinea
285,Côte d'Ivoire,Liberia
286,Côte d'Ivoire,Mali
287,Croatia,Bosnia and Herzegovina
288,Croatia,Hungary
289,Croatia,Italy
290,Croatia,Montenegro
291,Croatia,Serbia
292,Croatia,Slovenia
293,Cuba,Bahamas
294,Cuba,Haiti
295,Cuba,Honduras
296,Cuba,Jamaica
297,Cuba,Mexico
298,Cuba,United States
299,Cuba,Cayman Islands (United Kingdom)
300,Cuba,Navassa Island (United States)
301,Curaçao(Netherlands),Dominican Republic
302,Curaçao(Netherlands),Netherlands
303,Curaçao(Netherlands),Venezuela
304,Curaçao(Netherlands),Aruba(Netherlands)
305,Cyprus,Northern Cyprus
306,Cyprus,Egypt
307,Cyprus,Greece
308,Cyprus,Israel
309,Cyprus,Lebanon
310,Cyprus,Syria
311,Cyprus,Turkey Akrotiri and Dhekelia (United Kingdom)United Nations Buffer Zone in Cyprus
312,Northern Cyprus,Cyprus
313,Northern Cyprus,Syria
314,Northern Cyprus,Turkey Akrotiri and Dhekelia (United Kingdom)United Nations Buffer Zone in Cyprus
315,Czech Republic,Austria
316,Czech Republic,Germany
317,Czech Republic,Poland
318,Czech Republic,Slovakia
319,Denmark,Germany
320,Denmark,Norway
321,Denmark,Poland
322,Denmark,Sweden
323,Denmark,United Kingdom
324,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Canada
325,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Germany
326,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Iceland
327,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Norway
328,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Poland
329,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Sweden
330,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,United Kingdom
331,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Jan Mayen(Norway)
332,Denmark Kingdom of→includes:→;Denmark→;Faroe Islands→;Greenland,Svalbard (Norway)
333,Djibouti,Eritrea
334,Djibouti,Ethiopia
335,Djibouti,Somalia
336,Djibouti,Yemen Djibouti borders Somaliland who is considered by the international community to be part of Somalia
337,Dominica,France
338,Dominica,Venezuela
339,Dominican Republic,Colombia
340,Dominican Republic,Haiti
341,Dominican Republic,Venezuela
342,Dominican Republic,Aruba(Netherlands)
343,Dominican Republic,Curaçao(Netherlands)
344,Dominican Republic,Puerto Rico(United States)
345,Dominican Republic,Turks and Caicos Islands (United Kingdom)
346,East Timor,Australia
347,East Timor,Indonesia
348,East Timor,Ashmore and Cartier Islands(Australia)
349,Ecuador,Colombia
350,Ecuador,Costa Rica
351,Ecuador,Peru
352,Egypt,Cyprus
353,Egypt,Greece
354,Egypt,Israel
355,Egypt,Jordan
356,Egypt,Libya
357,Egypt,Saudi Arabia
358,Egypt,Sudan
359,Egypt,Turkey
360,Egypt,Palestine
361,El Salvador,Guatemala
362,El Salvador,Honduras
363,El Salvador,Nicaragua
364,Equatorial Guinea,Cameroon
365,Equatorial Guinea,Gabon
366,Equatorial Guinea,Nigeria
367,Equatorial Guinea,São Tomé and Príncipe
368,Eritrea,Djibouti
369,Eritrea,Saudi Arabia
370,Eritrea,Sudan
371,Eritrea,Ethiopia
372,Eritrea,Yemen
373,Estonia,Finland
374,Estonia,Latvia
375,Estonia,Russia
376,Estonia,Sweden
377,Eswatini (Swaziland),Mozambique
378,Eswatini (Swaziland),South Africa
379,Ethiopia,Djibouti
380,Ethiopia,Eritrea
381,Ethiopia,Kenya
382,Ethiopia,Somalia
383,Ethiopia,South Sudan
384,Ethiopia,Sudan
385,Falkland Islands(United Kingdom),Argentina
386,Faroe Islands(Denmark),Iceland
387,Faroe Islands(Denmark),Norway
388,Faroe Islands(Denmark),United Kingdom
389,Fiji,Solomon Islands
390,Fiji,Tonga
391,Fiji,Tuvalu
392,Fiji,Vanuatu
393,Fiji,New Caledonia(France)
394,Fiji,Wallis and Futuna(France)
395,Finland,Estonia
396,Finland,Norway
397,Finland,Russia
398,Finland,Sweden
399,France,Andorra
400,France,Antigua and Barbuda
401,France,Barbados
402,France,Belgium 
403,France,Brazil
404,France,Comoros
405,France,Dominica
406,France,Germany
407,France,Italy
408,France,Luxembourg
409,France,Madagascar
410,France,Mauritius
411,France,Monaco
412,France,Saint Lucia
413,France,Spain
414,France,Switzerland
415,France,Suriname
416,France,United Kingdom
417,France,Venezuela
418,France,French Southern and Antarctic Lands (France)
419,France,Guernsey(United Kingdom)
420,France,Jersey(United Kingdom)
421,France,Montserrat (United Kingdom)
422,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Andorra
423,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Antigua and Barbuda
424,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Barbados
425,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Belgium
426,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Brazil
427,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Canada
428,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Comoros
429,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Dominica
430,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Fiji
431,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Germany
432,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Italy
433,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Kiribati
434,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Luxembourg
435,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Madagascar
436,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Mauritius
437,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Monaco
438,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Mozambique
439,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Netherlands 
440,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Saint Kitts and Nevis
441,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Saint Lucia
442,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Samoa
443,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Seychelles
444,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Solomon Islands
445,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Spain
446,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Suriname
447,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Switzerland
448,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Tonga
449,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Tuvalu
450,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,United Kingdom
451,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Vanuatu
452,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Venezuela
453,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Anguilla (United Kingdom)
454,France (including French collectivities and territories)→includes:→;Clipperton Island→;French Polynesia→;French Southern and Antarctic Lands→;New Caledonia→;Saint Barthélemy→ Saint Martin→;Saint Pierre and Miquelon→;Wallis and Futuna,Cook Islands(New Zealand)
